player_name,Size,Explosiveness,Strength,career_length,overall_pick,age_at_draft,organization_type,position,greatest_75
Dexter Pittman,4.288986398091962,1.8755819047331017,3.1334514274253245,4.0,32,22.0,College/University,PF-C,N
Andy Rautins,0.2321027826722839,-3.183501138983002,0.5405836827464977,1.0,38,24.0,College/University,SG,N
Evan Turner,-0.03505485972838186,-0.7703788590839533,0.7408261269819081,10.0,2,22.0,College/University,SG,N
Greivis Vasquez,-0.623328457191809,-0.4117005346228837,0.8280209869205014,7.0,28,23.0,College/University,PG-SG,N
John Wall,-2.0729410965630883,0.35889350401801456,-0.1840785424660523,13.0,1,20.0,College/University,PG,N
Willie Warren,0.2234842903921234,-2.975566177823761,1.4609061889918904,1.0,54,21.0,College/University,SG-PG,N
Hassan Whiteside,3.7264213334406673,-0.17854305806946388,-1.2745468326188856,12.0,33,21.0,College/University,C-PF,N
Keith Benson,1.7120318581006921,1.254182452627377,-1.30954770679606,1.0,48,23.0,College/University,C-PF,N
Marshon Brooks,-2.1643684912277417,1.0585400549690585,-1.4017269599312097,8.0,25,22.0,College/University,SG,N
Alec Burks,-1.1905603157416988,-0.5593805825226228,-0.9944549741567834,13.0,12,20.0,College/University,SG,N
Jimmy Butler,-1.4366621177314713,1.4784581662892584,0.11033583935227996,13.0,30,22.0,College/University,SF,N
Norris Cole,-4.068137838120054,-0.8589501503154996,0.8023534144397445,6.0,28,23.0,College/University,PG,N
Andrew Goudelock,-3.1867590085669963,-0.39395552807735307,1.069354964229778,5.0,46,23.0,College/University,PG,N
Jordan Hamilton,1.3397521998217943,-1.5397663784618834,0.8950478299056903,5.0,26,21.0,College/University,SF,N
Justin Harper,1.2884254428964106,0.6755471419059313,-0.054014094260058834,6.0,32,22.0,College/University,PF-SF,N
Tobias Harris,-0.4581974678303728,1.2689098328407287,0.4440917523819536,13.0,19,19.0,College/University,SF-PF,N
Tyler Honeycutt,-0.9950179116174578,0.40383385749385714,-0.9163131117293352,2.0,35,21.0,College/University,SF,N
Kyrie Irving,-1.6045260908484023,-1.101311127648645,1.580950288127786,13.0,1,19.0,College/University,PG,N
Charles Jenkins,-1.4694959059281987,-0.06677710895824902,0.7166588560255892,2.0,44,22.0,College/University,PG-SG,N
JaJuan Johnson,0.20336666514965837,2.4861803423149476,-0.28693343304590374,1.0,27,22.0,College/University,PF,N
Cory Joseph,-1.6598763748722403,-1.9012616014504085,1.0592156218311346,13.0,29,20.0,College/University,PG,N
Enes Kanter,2.365834876974062,0.46155637061581756,0.17496635117325138,11.0,3,19.0,College/University,PF-C,N
Brandon Knight,-3.1129796559775613,-0.41881655757548575,-0.10493324059185398,11.0,8,20.0,College/University,PG,N
Kawhi Leonard,1.0525281770114465,-1.0860164086713981,-1.1312405701903283,13.0,15,20.0,College/University,SF,Y
Travis Leslie,-1.7705997341944448,1.402789861686553,0.0069610284202593214,7.0,47,21.0,College/University,SG,N
Jon Leuer,0.6258062264980037,0.8704556764010132,-0.24935570930841183,8.0,40,22.0,College/University,PF,N
DeAndre Liggins,0.2524479173258811,-1.70614774392776,-0.6369827309137536,7.0,53,23.0,College/University,SF-SG,N
Shelvin Mack,-2.3183695880254116,1.0729894007737866,1.2469873199496149,8.0,34,21.0,College/University,PG,N
E'Twaun Moore,-1.2912148167305417,-0.33693035380223574,0.33745570430488553,10.0,55,22.0,College/University,SG,N
Markieff Morris,2.0342780659596986,-0.6764434318667014,1.2306529519561495,13.0,13,22.0,College/University,PF,N
Darius Morris,-0.8336003410691227,-1.7507055130990177,0.6628448332450424,4.0,41,20.0,College/University,PG-SG,N
Chandler Parsons,0.9655857890629844,-1.6647480870316962,-0.19961475719984373,9.0,38,23.0,College/University,SF,N
Josh Selby,-2.650787862638291,-0.41030364612865017,0.12378670995149181,2.0,49,20.0,College/University,SG-PG,N
Iman Shumpert,-2.107026003741538,3.0326683650755872,0.4112567505710498,10.0,17,21.0,College/University,PG-SG,N
Kyle Singler,1.7051953710171384,-1.5786287980014664,1.437954966645943,6.0,33,23.0,College/University,SF,N
Chris Singleton,0.026417313042153636,1.7861909034740195,0.29961608859231975,3.0,18,22.0,College/University,SF,N
Nolan Smith,-2.1121372573613404,-1.2513487541793897,0.3820238190282753,2.0,21,23.0,College/University,PG,N
Isaiah Thomas,-4.770438451137324,-0.16378673585431666,1.6907788214226724,11.0,60,22.0,College/University,PG,N
Trey Thompkins,3.2777402090145618,-0.23705671508271517,2.5789672248006874,1.0,37,21.0,College/University,PF,N
Tristan Thompson,0.6949456499878714,0.6009135301263674,-0.6243407551151107,13.0,4,20.0,College/University,PF,N
Klay Thompson,0.1075540690630578,-1.6881031331390708,0.2584145800277548,13.0,11,21.0,College/University,SG,N
Jeremy Tyler,3.1821304791386473,0.7636090625415093,1.224469849416587,3.0,39,20.0,Other Team/Club,PF-C,N
Nikola Vucevic,4.2983402459334945,-1.3210427038745258,-0.5337823001549652,13.0,16,21.0,College/University,PF-C,N
